,word,sentiment_score
10433,appeal,1.7217009383110402
10434,appear,-0.13564491098952874
10435,appearance,0.13036035136753843
10436,appetite,-0.12793054730850364
10437,appl,0.13800065542401038
10438,apple,0.5300863729379397
10439,application,1.0226168653998562
10440,apply,-0.1418218301692574
10441,approach,0.00423993259124983
10442,appropriate,0.8145623591820434
10443,approve,0.8564654982533773
10444,approx,-0.004148404211253317
10445,approximately,0.3831257582505334
10446,apr,0.053576289950815814
10447,April,-0.057046939493505915
10448,apus,1.2792033163834498
10449,arc,-0.22104629496918446
10450,area,-0.14931099634036005
10451,arena,2.2124176482331803
10452,arent,-0.024476025622650253
10453,arm,0.03783878673560007
10454,armor,-0.17482203430318646
10455,army,0.675148369298898
10456,aroon,0.2945808655531156
10457,around,-0.26413736041799685
10458,arrive,0.17683991038353164
10459,arrow,-0.2250264273863486
10460,arse,-0.4076250537480292
10461,art,-0.17658019205962447
10462,article,1.0027398273523656
10463,as,0.11264056460034848
10464,asap,-0.05615088231078581
10465,asc,1.2726731882611297
10466,ascend,0.5858047012604668
10467,ascent,1.5412257935715712
10468,asia,0.5558652490034067
10469,asian,-0.20701719569427748
10470,aside,-0.08853178651423305
10471,ask,0.21637766995253943
10472,asp,-0.3593439669116895
10473,aspect,-0.17904717231075276
10474,assess,-0.20138897937378702
10475,assessment,0.6230518400212949
10476,assign,1.6757835895388296
10477,assist,0.647115192653224
10478,associate,-0.20138897937378702
10479,assume,0.004971461323479018
10480,assumption,-0.07638140224713515
10481,astrazeneca,1.5500099820323416
10482,at,-0.015036485535945075
10483,ath,3.0966212688817887
10484,atleast,-0.07857245234341408
10485,atm,0.16539369058672587
10486,atr,-0.2827288733577735
10487,att,0.2710549582180647
10488,attach,-0.18418270532359668
10489,attempt,-0.042268237710404874
10490,attention,0.0439922425348658
10491,attitude,0.45965119926988585
10492,attorney,2.7390696745857452
10493,auction,-0.10985755919108355
10494,aud,-0.7350795470832736
10495,aud/usd,-0.7610871811893221
10496,aug,-0.015221441880464384
10497,aug.,-0.10671988967059337
10498,augNUM,0.06076335323690085
10499,August,-0.09031370524024451
10500,aussie,-1.050727600772286
10501,austerity,-0.5642730877645595
10502,austin,0.7135126469324898
10503,author,1.9345178678378918
10504,auto,-0.045844108031631726
10505,automatic,0.2740385986542907
10506,av,0.3005499192362835
10507,available,0.006909614658970654
10508,avatar,0.9167078206596525
10509,ave,2.8817784803231343
10510,ave.,0.7955994998476421
10511,average,0.37760900081579996
10512,avg,1.2235476142942703
10513,aware,-0.37405940948831845
10514,away,-0.04633058404020134
10515,awhile,-0.14112665066808514
10516,azn,2.0678112730418565
10517,b-mod,2.1281692952685165
10518,b-NUM,-0.047728249964167975
10519,b,-0.03404876893644331
10520,b.,-0.05992038356443056
10521,b.b.,-0.2556017390473461
10522,b.s.,-1.3277913143184747
10523,b/c,-0.018854988856727106
10524,b/d,-2.4654988840885363
10525,b/e,-0.26635134489513174
10526,b/o,1.4921344345155678
10527,b/out,1.5912098962608066
10528,b/s,-0.2362928743894777
10529,babe,1.1367773302173727
10530,baby,0.7992941377754015
10531,back,0.17831384899737485
10532,background,-0.005518131001863265
10533,backlog,1.5871431423437812
10534,backside,-0.873639761413877
10535,backtest,-0.5075147244601035
10536,bag,-0.17759661044458647
10537,bagger,-0.09115665758922173
10538,bagholder,-0.7549773719625914
10539,bail,-0.6011179590081697
10540,bait,-0.9889801183480407
10541,baked,-0.2934362659576047
10542,balance,-0.015962898259657417
10543,ball,0.17155120782591332
10544,bam,1.1342084248352964
10545,banana,0.16319957409995325
10546,band,0.7629184599659057
10547,bandwagon,0.5328177396628098
10548,bang,0.684204055655516
10549,bank,-0.0579214056268917
10550,banker,-0.28296990766111996
10551,banking,-0.02143551032758429
10552,bankruptcy,-0.18377834389799969
10553,bar,0.06934885626924164
10554,barchart,-0.3634441737136305
10555,barclay,0.17463111853209662
10556,barely,-0.1777733014654324
10557,barrel,-0.319263293679232
10558,barron,0.2800221140408804
10559,base-on-base,1.942104212417648
10560,base,1.1767686457060218
10561,baseline,0.053576289950815814
10562,basf,2.8684368137352765
10563,bash,0.19609484711201078
10564,basher,1.2424222606205388
10565,basic,-0.06923392890228178
10566,basically,0.14216833941329846
10567,basis,0.01660882135513384
10568,basket,-0.20399334075699296
10569,bat,-0.4811629669369792
10570,bath,0.037403150519541024
10571,batman,-0.21929195929482614
10572,battery,0.10869324105499022
10573,bay,-0.06307372215524222
10574,bb,0.15356164529539393
10575,bband,-0.10425491681551496
10576,bbm,0.24654751881396086
10577,bbNUM,-0.3500740528402847
10578,bc,-0.10303462266852198
10579,bcoin,-0.006138909105800315
10580,bd,-0.5692991256987244
10581,be,0.017631663217820923
10582,beach,1.209320112686053
10583,bean,0.8103174286284688
10584,bear,-0.6780355388413644
10585,bearflag,-3.3395442167120537
10586,bearish,-2.129118122811689
10587,bearishbuck,-4.0
10588,bearishness,-0.9164157556647154
10589,beast,1.7346362832615572
10590,beat,0.6468547091425914
10591,because,-0.028276582239603578
10592,become,-0.2493296878777744
10593,bed,-0.4558825150770113
10594,beef,-0.5946522701575003
10595,beer,0.24011957962846353
10596,befor,0.3043919546215412
10597,before,0.07855603503437411
10598,beg,0.2400678778199241
10599,begin,-0.07308676572700802
10600,begining,0.48549972686526893
10601,beginning,-0.045309896293576866
10602,behave,-0.014788517583415133
10603,behavior,-0.32471256530760323
10604,behind,0.008600122616170491
10605,behold,-0.4757218161260008
10606,beleive,1.944731063033907
10607,belief,0.9292116295930496
10608,believe,0.16716257040008628
10609,believer,-0.01846226011339957
10610,belive,0.5916622806221529
10611,bell,-0.04227623517341622
10612,bellow,-0.9926619174146739
10613,belong,-0.44095334220029636
10614,below,-0.47846097494943696
10615,belt,-0.03949340039350064
10616,belviq,2.431623078458774
10617,ben,-0.1624429719628227
10618,benchmark,-0.028092303282212985
10619,bend,-0.4564203016259779
10620,beneath,-0.8974125429021012
10621,benlysta,1.5500099820323416
10622,benzinga,0.5694749450988221
10623,bernanke,-0.6341779303840992
10624,bernstein,0.7586344579756438
10625,besides,-0.01625434906214611
10626,bet,0.11485671766768017
10627,beta,-0.16911664064810117
10628,between,0.024102679317170767
10629,beverage,0.370460443928202
10630,beware,-0.3044015370230076
10631,beyond,0.5578536886032326
10632,bezo,-0.07786337211591629
10633,bf,0.4199906834364811
10634,bid,0.024293414710663645
10635,bid/ask,-0.17221419829990853
10636,bidder,1.7718367807511681
10637,bidding,1.4869215061363186
10638,bieber,-0.1668338827576322
10639,big,0.3631614579286568
10640,bigger,-0.10904934867414101
10641,biggest,0.3384042057629598
10642,biggie,0.3905585331019549
10643,bil,1.0973650937085204
10644,bill,-0.061835679551653144
10645,billion,-0.02824795619007654
10646,billionaire,1.2490722581705849
10647,billy,-0.4785246763174235
10648,binary,-0.18415478761880122
10649,bind,-0.07956141608141033
10650,bingo,-0.1835356602962293
10651,bio,3.3500595824412973
10652,biotech,0.35983109191334356
10653,bird,-0.22520192721138682
10654,birthday,1.1103464743853224
10655,bit,0.0013585302552965462
10656,bitcoin,0.8867730392984905
10657,bite,-0.19128185888086086
10658,biz,0.07909045768898051
10659,bk,-0.407545427038045
10660,black,-0.14083792564129252
10661,blackberry,-0.35306346447013187
10662,blade,-0.06153552147532349
10663,blast,1.1155927715855698
10664,bleed,-0.8299467943338225
10665,bleeding,-0.2521662084511446
10666,blink,-0.20311636192387214
10667,blip,-0.1712660279379501
10668,blisibimod,1.5412257935715712
10669,bloated,-1.2753332377812812
10670,blog,-0.09889734387122087
10671,blogging,1.942104212417648
10672,blood,-0.35578980130664983
10673,bloodbath,-0.3659189718599209
10674,bloomberg,0.564790783996214
10675,blow,0.37140195628351447
10676,blowout,0.7417935294462028
10677,bltus,2.0083849071670987
10678,blue,-0.21689633284874787
10679,bluff,-0.7775834886054178
10680,bmo,0.3255806215478806
10681,bn,-0.6800807047331344
10682,bnn,1.62986624076662
10683,bnp,-1.4222922937270086
10684,bNUM,0.18732599875232786
10685,bo,1.2990335345096744
10686,board,0.4587094439949231
10687,boat,0.13346642709789058
10688,bod,1.5871431423437812
10689,bode,0.11559108498320043
10690,body,-0.25606794417538026
10691,boehner,-0.3924896087143471
10692,bofa,-0.008026372366346566
10693,bogus,-0.05566843812676772
10694,boj,-0.2508140191722382
10695,bollinger,0.19943226561044716
10696,bond,-0.39640913627329827
10697,bone,-0.18142299488234456
10698,boner,-0.21915514612949058
10699,boo,0.36222798961868635
10700,book,0.027098182977600034
10701,boom,1.197280189776051
10702,boomer,-0.034711454519394926
10703,boot,0.09881349872523652
10704,booyah,0.9914461661317349
10705,borrow,-0.5952769182777021
10706,boss,0.37543010815825634
10707,bot,1.1323740344303332
10708,botd,0.8491791698020482
10709,both,0.1453691625750341
10710,bottle,0.02823489148104839
10711,bottom,-0.47622622025705025
10712,bounce,0.059561583475984815
10713,boundary,-0.3289048632319378
10714,bout,0.40697031058380634
10715,bow,-0.4021212555539633
10716,bowl,-0.08415195716327993
10717,box,0.1315434508140076
10718,boxing,1.5412257935715712
10719,boy,0.9560593303595047
10720,boyz,-0.0022215852085423534
10721,bpspx,-0.7119656894631791
10722,brag,0.059413056498303043
10723,brain,0.34120804773629665
10724,brainer,0.43157665040137067
10725,brake,-0.08465380960722803
10726,brand,0.29372647048072387
10727,brass,0.1472904327765578
10728,brazil,0.16132980836514474
10729,brazilian,0.777640247554402
10730,breach,-0.40332615750557
10731,bread,-0.0027390417253329515
10732,breadth,-0.47962591371649704
10733,break-out,1.2429333493418167
10734,break,-0.05680718309215163
10735,breakaway,0.011393030221208505
10736,breakdown,-2.265585233483552
10737,breaker,-0.2834681920248783
10738,breakeven,2.231797537160383
10739,breakfast,1.2814841781525295
10740,breakin,-0.021929195929482583
10741,breaking,-0.13424588827804443
10742,breakout,2.7773528506034215
10743,breakthrough,-0.09082549429327935
10744,breakup,1.0069375124775404
10745,breast,1.633060491115991
10746,breath,-0.024504018776994693
10747,breathe,0.47929346224415126
10748,breather,0.6515881476235855
10749,breed,2.652824915152725
10750,brent,-0.07275333237781281
10751,brew,-0.14562132721800172
10752,brewing,-0.0880932751364168
10753,brian,0.5778398882012378
10754,brick,-0.6656612929023505
10755,brief,0.17575031609769096
10756,briefing,-1.118282415114866
10757,briefly,0.028748253144340184
10758,bring,-0.022210443478707608
10759,brink,-0.39730543213415537
10760,brk-b,0.22958674386105007
10761,brk,0.35883634257622593
10762,brkb,1.729195141053795
10763,brkout,0.7343581553204231
10764,bro,0.9331123059957356
10765,broad,-0.2905789181552404
10766,broaden,-0.8778697442036892
10767,broader,-0.5021468053417752
10768,brokeout,1.8362773095384823
10769,broker,-0.24823074272328507
10770,brokerage,-0.13870335865462707
10771,brotha,1.633060491115991
10772,brother,0.2765019335432158
10773,brown,-0.09011111697834255
10774,browser,1.4466032569945537
10775,bt,0.6457940923728589
10776,btfd,0.6807746057097228
10777,btfo,1.8726292673188258
10778,btm,0.25040427230984225
10779,bto,1.855896674122172
10780,btw,0.1499784259301002
10781,btwn,0.49636986757170454
10782,bubble,-0.4325559099515631
10783,buck,1.1569840952951367
10784,bucket,-0.17810902489130942
10785,buckle,-0.034711454519394926
10786,bud,0.3406551134786652
10787,buddy,0.6295377849148224
10788,budge,-0.38456515853677936
10789,budget,-0.04774019397066564
10790,bueno,-1.129310591944962
10791,buffet,0.38096615281682167
10792,buffett,1.10462037897003
10793,bug,-0.033143072335713744
10794,build,0.40324087666165975
10795,builder,0.3548755097966516
10796,building,0.8780002447207904
10797,bulkowskus,-0.5633895987916336
10798,bull,-0.044898618121407476
10799,bull/bear,0.05238570572968655
10800,bullet,-0.21777398465086598
10801,bullflag,3.4142543421840683
10802,bullish,0.6222528613284648
10803,bullishness,-0.05933220357083638
10804,bullsih,1.8726292673188258
10805,bum,-2.0967464526300703
10806,bump,0.03471645774448101
10807,bumpy,-0.21138024939085567
10808,bunch,0.2683565557850996
10809,bund,-1.0023792460943097
10810,burn,0.15468520299823957
10811,burnt,-0.5032336060721253
10812,burrito,-0.07617115102331318
10813,burst,-0.1774720112114407
10814,bury,-0.12287993884668653
10815,bus,0.24929677663796485
10816,business,0.0019665282763135575
10817,bust,-0.14117736928400515
10818,busy,0.4761066444037097
10819,but,0.14159502295528942
10820,butt,-0.044989728154412094
10821,butter,-0.16752351930670747
10822,butterfly,-0.6352528779046093
10823,button,0.13066010960834737
10824,buy,0.4155836712583851
10825,buyable,2.6140704308003153
10826,buyback,0.925066963913364
10827,buyer,-0.4974593942308126
10828,buyin,0.2719719888815516
10829,buying,0.8779082960740057
10830,buyout,0.41696911371497297
10831,buytoopen,1.8726292673188258
10832,buzz,0.08843696161723696
10833,bv,0.131980616708107
10834,bw,0.1751894209470573
10835,bwin,1.5412257935715712
10836,by,0.04370157629117117
10837,bye,-0.4450602080245329
10838,c'mon,1.0069375124775404
10839,c,0.08152185209230581
10840,c.,-0.18616663542849593
10841,c/h,1.718506687961669
10842,cable,-0.2307980188874559
10843,cad,-0.03691380522396715
10844,calc,0.7958492894607886
10845,calculate,0.9118087442603312
10846,calculation,0.2088984416794358
10847,calculator,0.06076335323690085
10848,calendar,-0.20998842350139457
10849,call,0.2728623960741633
10850,callwarrant,1.5412257935715712
10851,callz,2.363345977240966
10852,camera,-0.0013138407147293392
10853,camp,-0.2738455911788978
10854,campaign,0.42162003131205944
10855,can,0.06972111852800292
10856,canaccord,0.9477058940965063
10857,canada,0.6237396746007563
10858,canadian,0.12615138903819284
10859,canal,-0.4542066790884331
10860,candel,-0.7999617791792089
10861,candidate,-0.15668095485096029
10862,candle,-0.10238858975216139
10863,candlestick,-0.1604218371642164
10864,candy,0.35985226592134156
10865,cap,-1.2943584007584206
10866,capacity,2.289478937911759
10867,capex,-0.2542066790884334
10868,capital,-0.3016784570194722
10869,capitalize,0.6831339951723258
10870,capitulate,-0.18797477425827722
10871,capitulation,-0.012319468008851368
10872,captain,0.25330092108714114
10873,capture,-0.005029119000330514
10874,car,0.1600058913146105
10875,card,-0.23357666794300214
10876,carefull,-0.6180306722086856
10877,carl,0.6498303054501896
10878,carnage,-0.8852221208029382
10879,carrier,2.6772758295111077
10880,carry,0.17033954266934917
10881,carve,0.22958674386105007
10882,case,0.45721635482361256
10883,cash,-0.14569093753641307
10884,casino,0.5812301963773255
10885,catalyst,0.7779546892634853
10886,catapult,0.8542338077175363
10887,catch,0.08179998418642043
10888,catcher,-0.9524628541397907
10889,category,0.6679532397240519
10890,catfish,1.942104212417648
10891,cause,0.2321587328184211
10892,caution,-0.18599533806567434
10893,cautiously,-0.015966560528946194
10894,cave,0.3290077859852266
10895,caveat,-0.11734986383832594
10896,cbo,0.699301257736075
10897,cc,0.30668047298786105
10898,cci,-0.5235774688261433
10899,cd,-0.5118108226442657
10900,cdn,-0.08915407367464125
10901,ceiling,-0.44158077840176174
10902,cell,0.44964988945823475
10903,cent,0.5525953209540228
10904,center,1.2559714719600519
10905,centerline,1.718506687961669
10906,central,-0.5330950631100971
10907,century,0.020762627270912357
10908,ceo,0.09172184309929071
10909,cerberus,1.2567600541247952
10910,cfo,0.017082479050935833
10911,ch,0.7586344579756438
10912,chain,0.0838435781197348
10913,chair,-0.45192878642068857
10914,chairman,-0.08026372366346568
10915,cham,0.809742463565581
10916,chan,-0.4299732086746561
10917,chanel,-0.010560673381369958
10918,change,-0.028161100759638815
10919,changer,1.0275486732577
10920,channel,0.03536491458232325
10921,chapter,-0.3614513621680029
10922,character,0.03793696233657237
10923,characteristic,0.09618242718661968
10924,charge,0.32515091882231023
10925,charger,0.13990816530245556
10926,charlie,-0.37343479223943643
10927,chart,0.4868569907499848
10928,chartist,0.02485526053104412
10929,chartly,-0.11360403964675132
10930,chase,0.29629493244705485
10931,chaser,-0.047728249964167975
10932,chasing,0.19611903542567458
10933,chat,0.13776872331981593
10934,chatter,0.347055085213193
10935,cheap,1.1407429475241764
10936,cheaper,0.4730110800558993
10937,cheapest,2.0083849071670987
10938,cheapie,2.869235376322619
10939,cheapy,2.2391694949091634
10940,check,0.2580966589717644
10941,checkout,-0.0834169413788161
10942,cheese,-0.05521753579658128
10943,cheezit,1.0646436414453984
10944,chemical,1.3325047173152844
10945,cherry,-0.07757632220151928
10946,chest,0.029966974478618204
10947,chew,0.675148369298898
10948,chf,-0.377417228034972
10949,chicago,-0.12234075226765485
10950,chicken,0.7444779847402507
10951,chief,-0.702218002006593
10952,chikou,-0.2686609385726028
10953,child,1.1561665193128545
10954,chill,0.14308789633205668
10955,china,0.867689534983817
10956,chinese,-0.049417501484746856
10957,chinga,1.942104212417648
10958,chip,0.7645151603825433
10959,choice,0.5077890100848772
10960,choo,1.1495526234595927
10961,choose,0.028570404773239647
10962,chop,-0.2707932291143824
10963,choppy,0.1289270768926612
10964,chri,-0.10799119183811781
10965,christmas,0.801126860539916
10966,chrontech,1.7955679776402473
10967,chrt,-0.3467293155772693
10968,cht,-0.6922746165973914
10969,chug,0.48837806234492187
10970,chump,0.06076335323690085
10971,chunk,-0.2881190908057509
10972,churn,0.044812009190909836
10973,cibc,1.633060491115991
10974,cie,0.5574733157084927
10975,cigar,0.059413056498303043
10976,cigx,1.3398199031217488
10977,circle,-0.564360593327951
10978,circulate,0.8572876514581432
10979,circus,-0.6039486885480865
10980,cite,-0.21291536854175003
10981,citron,0.5503237030487977
10982,citus,-0.08544828720785007
10983,city,0.19196665514269434
10984,claim,0.4679185309580008
10985,clarification,0.05776269381779469
10986,clarify,-0.205014277681613
10987,class,0.3588420842483529
10988,classic,-0.27851941328996216
10989,claus,-0.08987037996640963
10990,claw,-0.008599684678228437
10991,cleanly,0.14573767219005787
10992,clearer,-0.13224403994075734
10993,clearing,2.6323978183806984
10994,click,0.7614110621553036
10995,client,0.0033480276043661803
10996,cliff,-0.17583647329756658
10997,climax,-0.5343874233383371
10998,climb,0.9822302601004632
10999,climbing,1.4264775017871072
11000,cling,-0.6922746165973914
11001,clinical,1.4490715131735195
11002,clip,0.0971052106208824
11003,clock,-0.12065357603554537
11004,clockwork,-0.17791792078734897
11005,clone,-0.47126272036691985
11006,cloning,-0.3651362413007814
11007,close,-0.16162670426680745
11008,closed,-0.04619259198591295
11009,closely,0.14701172175797853
11010,closer,-0.14548676023603527
11011,closest,0.053576289950815814
11012,closing,-0.09204023234408772
11013,closure,0.09551695836383398
11014,cloud,-0.286226311526317
11015,clown,0.35068742292581473
11016,club,0.13143025480963536
11017,clue,0.0038880834170620868
11018,cluster,-0.3442705043201912
11019,cm,0.44654530935225667
11020,cmf,0.2890364910728257
11021,cmon,1.3637259384720382
11022,cnbc,0.5857456578159314
11023,cnh,1.8398882012377717
11024,cnn,0.22940525236392653
11025,cNUM,0.16497577088513388
11026,co,0.16369051171808263
11027,co.,0.8542338077175363
11028,coach,-0.14294586976255297
11029,coal,0.29971126598987496
11030,coast,0.8586604717568976
11031,coaster,0.5891794769415053
11032,cocoa,-0.43128721643842793
11033,code,-0.05005653496408829
11034,coffee,0.1209197651415616
11035,coil,2.3161801907251864
11036,coiled,1.798362946695947
11037,coiling,1.4997227213238369
11038,coin,-0.04264777631554178
11039,coincide,-0.31042861761735413
11040,coincidence,-0.5368745754684646
11041,coke,0.5916622806221529
11042,cold,-0.027271424290200224
11043,collect,-0.5431848705051924
11044,college,0.18423016348350726
11045,color,-0.01003296545793321
11046,colorado,1.5412257935715712
11047,column,-0.6759050413765515
11048,com,-0.08137586333613873
11049,combination,0.014500215401750529
11050,combine,0.14236076361251027
11051,combo,1.3054935897992292
11052,come,0.08300829470845014
11053,comeback,0.7621114178386946
11054,comin,0.6404281816539752
11055,coming,0.16626645359641404
11056,commence,-0.0537480292389279
11057,comment,0.5622075386255959
11058,commentary,-0.1313165618709921
11059,commercial,-0.11037308921861289
11060,commission,-0.047728249964167975
11061,committee,-0.009261198884246038
11062,commod,-0.27667989170067453
11063,commodity,-0.1693426118056758
11064,common,0.33949160931611017
11065,communication,1.513341785651631
11066,community,0.3341984428029543
11067,comp,-0.2094285048242087
11068,company,0.16834986231055937
11069,comparable,0.05776269381779469
11070,compare,0.023751532954966775
11071,comparison,-0.1558751702453679
11072,compete,-0.1308571701577291
11073,competition,-0.11514757279412582
11074,competitor,-0.3211081307971076
11075,complacency,-1.5085657385544993
11076,complete,-0.38504370466261395
11077,completely,-0.01105595690805756
11078,completion,-0.4433821016306324
11079,complex,-0.3911401197340713
11080,compliance,0.4478847166010273
11081,component,0.24450025042642562
11082,composite,-0.3705682306800269
11083,composition,1.5412257935715712
11084,comprar,1.633060491115991
11085,compress,-0.30602137180895916
11086,compression,-0.0036843747101821408
11087,compromise,-0.6396210926811466
11088,computer,-0.05692872305572443
11089,computing,1.359383450346652
11090,compx,-0.14381948852351611
11091,con,0.0286141828007978
11092,concept,-0.4384148649592249
11093,concern,0.1250652052112649
11094,concerned,-0.013372135775311423
11095,conclude,0.32007152343173606
11096,conclusion,0.1794636321288349
11097,concur,0.14573767219005787
11098,condition,-0.06595174738343414
11099,condor,0.5617887801956478
11100,conf,0.3508906034202088
11101,conference,1.6473306381845993
11102,configuration,-0.6593091586641823
11103,confirm,-0.3846526161940966
11104,confirmation,-0.43912195014387934
11105,confluence,-0.3804544044355499
11106,congestion,0.35673121714247674
11107,congrat,0.5877488317638419
11108,congress,-0.2799107558203233
11109,connect,-0.032623319940634395
11110,connection,-0.10466134760243972
11111,consecutive,-0.35933496477871346
11112,consensus,-0.06718073670632077
11113,conservative,1.145837291262823
11114,conservatively,0.5707060624209754
11115,consider,0.16625859026874146
11116,consideration,-0.16313465331667995
11117,consist,0.02823489148104839
11118,consistent,0.12336340042468995
11119,consistently,2.0729423879122857
11120,consolidate,2.194108775683454
11121,consolidated,1.3460992165321939
11122,consolidation,0.9348897163154098
11123,constant,0.2845324531132182
11124,constantly,0.6510751236010477
11125,constraint,0.7135555999201436
11126,construction,0.23548837898234773
11127,constructive,2.2997326028811496
11128,consumer,0.022916197652735913
11129,cont,-0.02474252134564592
11130,contact,-0.03499410149832971
11131,contain,-0.22885631309357918
11132,contemplate,-0.28041300823298837
11133,content,-0.11690354441905774
11134,contest,-0.033409774974917615
11135,context,-0.16202665902250252
11136,continually,-0.08152501074960584
11137,continuation,0.48779787514745415
11138,continue,-0.028088515945583484
11139,continued,-0.04146697269501943
11140,continuous,-0.11734986383832594
11141,contract,-0.7119656894631791
11142,contracting,-0.05222353968233281
11143,contraction,0.09305916017834577
11144,contrarian,-0.23358239183403867
11145,contribute,0.23690690091169256
11146,control,0.11387502495508085
11147,controlled,0.14308789633205668
11148,converge,0.02626042354531072
11149,convergence,-0.06986766040800717
11150,converging,0.31486182015229747
11151,conversation,-0.19560870069684735
11152,convert,0.54916150928329
11153,conviction,-0.02624343155237618
11154,cook,-0.4297692417944675
11155,cookie,0.13990816530245556
11156,cooking,-0.018274329941235488
11157,cooperate,1.5435597459611619
11158,copper,-0.24059943643990797
11159,copy,0.8465991983660163
11160,core,0.17212709430717027
11161,corn,-0.16647743205937507
11162,corner,-0.10356069303804787
11163,corp,0.23205289302784385
11164,corp.,-0.08847251358359294
11165,corporate,-0.3932074535418294
11166,corporation,0.8683492294515032
11167,correct,-0.06953903696592661
11168,correction,-0.2813070928140043
11169,corrective,-0.3674463400140123
11170,correctly,-0.1442835984902772
11171,correlate,-0.3276908585688124
11172,correlation,-0.4813446802367104
11173,corrupt,0.13834895168494676
11174,cos,0.3446770172663565
11175,cost,-0.008717765262789508
11176,cot,-0.4950427179988909
11177,cotton,-0.017523446143592115
11178,cough,-0.4828054082461418
11179,could,-0.00417065871709606
11180,couldnt,0.15027495961814175
11181,count,0.2533177607495444
11182,countdown,-0.1492523051932538
11183,counter-trend,-0.5534852610959816
11184,counter,-0.5003344321819321
11185,countertrend,-0.5785103435096275
11186,counting,-0.05083931236246842
11187,country,0.7024423435077136
11188,couple,-0.09562849362190053
11189,coupon,0.9466489730250269
11190,course,0.24700286579167735
11191,court,1.3172496931899023
11192,courtroom,1.6418446795767618
11193,cousin,1.633060491115991
11194,coventry,1.5500099820323416
11195,cover,-0.14762267019684222
11196,coverage,1.7099886870300138
11197,covered,-0.19376164540633511
11198,cow,-0.07636678513800113
11199,coz,-0.021707177926351868
11200,cpo,1.942104212417648
11201,cpus,-0.7491280875256785
11202,crab,-0.610896118994158
11203,crack,-0.7377370990988935
11204,cramer,0.159889819194333
11205,crawl,0.5916622806221529
11206,cream,1.0068098011814015
11207,credibility,0.40470230508162225
11208,credible,0.0060592232682470356
11209,creep,0.5878125256890536
11210,crest,-0.02992516537019908
11211,crestor,2.0063885006987423
11212,crew,0.4616224129899516
11213,cricket,-0.0926854904209067
11214,criterion,0.6682771012178079
11215,crook,-0.7454493335244373
11216,crop,0.30611565848140027
11217,cross,-0.046368885521816526
11218,crosshair,0.7577630535306719
11219,crossover,0.1925878593969451
11220,crow,-1.0465620401372022
11221,crowd,-0.0753384497113894
11222,crowded,-0.5974082911077568
11223,crucial,-0.27391109480457243
11224,crudeoil,-0.20018716960770244
11225,cruise,2.0083849071670987
11226,crumb,0.38808434291958704
11227,crumble,-1.143758062204386
11228,crumpet,1.718506687961669
11229,crystal,-0.14165295328749433
11230,csdb,-3.004156514261144
11231,cst,2.0794569774406066
11232,ct,0.0700738670393292
11233,ctix,2.898782192054302
11234,cuban,-0.020430766023427662
11235,cud,-0.18876307868711478
11236,cue,-0.4834933830204002
11237,cult,-0.11029352855352587
11238,cumulative,0.35296466360551004
11239,cup-handle,2.339788380914354
11240,cup-n-handle,2.129766420443202
11241,cup,1.098341717339149
11242,cup/handle,1.7725886507734356
11243,cure,1.9752445597923733
11244,curl,1.254164856200016
11245,curling,0.17312836893591532
11246,currency,-0.08128935705257906
11247,current,-0.039991424141490754
11248,currently,-0.1775281061194473
11249,curve,-0.15036343905485336
11250,cushion,-0.31140891500644974
11251,cusp,-0.03933420991954926
11252,custom,-0.40762505374802926
11253,customer,-0.36626311043700543
11254,cuz,0.3265002671631914
11255,cv,1.744100618886005
11256,cvr,-1.3394008886340831
11257,cwus,0.3881546549544156
11258,cya,-0.1521188667526633
11259,cyan,1.0982365076196206
11260,cyber,0.7426632062287881
11261,cycle,-0.30741607482055155
11262,cyclical,-0.9609212879585695
11263,cylinder,0.675148369298898
11264,cyprus,-2.1555109645979647
11265,d,-0.18679625586086543
11266,d.,-0.28168217740062174
11267,d.b.,1.5412257935715712
11268,da,0.7635663213622885
11269,dabble,0.720085663986642
11270,dad,-0.014288706849979646
11271,daddy,-0.018274329941235488
11272,daily,-0.1806222729509376
11273,dam,0.8145623591820434
11274,dan,2.222559393092433
11275,dance,-0.6993889357567034
11276,dancing,-0.5557904543500071
11277,dare,-0.0730380115947473
11278,dark,-1.0510534613730829
11279,darn,0.07465857643924227
11280,darva,0.8011021602556825
11281,dat,-0.21115317274967865
11282,database,1.6418446795767618
11283,date,-0.0028092303282212985
11284,datum,-0.024167600686742723
11285,daughter,0.47875874707577637
11286,dave,-0.15422101189623016
11287,david,0.09073667398682371
11288,davo,1.633060491115991
11289,dawn,2.0083849071670987
11290,day-chart,-0.2036822286213146
11291,day,0.13848992473663943
11292,day/close,0.22541243942721262
11293,dayma,-1.0925508488931173
11294,days/weeks,-0.02599465470579808
11295,daytrade,0.12058897432896665
11296,daytrader,-0.00560462208339719
11297,dbl,-0.16505514455922946
11298,dc,-0.014919770402069368
11299,dd,1.3397702317646436
11300,dea,2.4127789027369775
11301,deadline,0.9569404636871032
11302,deal,0.3336011859699421
11303,dealer,1.5412257935715712
11304,debacle,-0.20530211511292218
11305,debate,0.3223911245472438
11306,debit,-0.3027994236702552
11307,debrief,1.5412257935715712
11308,dec,0.015363798154774445
11309,dec.,0.3883131575285697
11310,decade,0.37861113154217124
11311,December,0.04701537232980634
11312,decend,-0.18796453653842196
11313,decending,-0.009261198884246038
